岗位类型,专业类,关联度
风控,水电类,0.4
风控,交通运输类,0.4
风控,艺术类,0.4
风控,公安类,0.4
风控,地质及测绘类,0.6
风控,药学类,0.4
风控,理化类,0.4
风控,轻工纺织品食品类,0.4
风控,大气科学类,0.9
风控,心理学类,0.4
风控,材料类,0.4
风控,机械与仪表类,0.7
风控,体育学类,0.4
风控,非汉语言文学类,0.4
财务主管,文秘类,0.6
财务主管,哲学、马克思主义理论类,0.4
财务主管,教育学类,0.4
财务主管,新闻传播学类,0.4
财务主管,历史学类,0.4
财务主管,档案学类,0.4
财务主管,法律类,0.4
编导,计算机与信息科学类,0.4
财务主管,政治学类,0.4
财务主管,经济管理类,0.8
财务主管,工商管理类,0.8
财务主管,社会学类,0.4
财务主管,财会、税务、审计与统计类,0.8
财务主管,环境与安全类,0.4
财务主管,建筑类,0.4
财务主管,海洋与渔业类,0.4
财务主管,生物类,0.4
财务主管,动物生产类,0.4
财务主管,植物生产类,0.4
财务主管,林业类,0.4
财务主管,农林业工程类,0.4
财务主管,水电类,0.4
财务主管,交通运输类,0.4
财务主管,艺术类,0.4
财务主管,公安类,0.4
财务主管,地质及测绘类,0.4
财务主管,药学类,0.4
财务主管,理化类,0.4
财务主管,轻工纺织品食品类,0.4
财务主管,大气科学类,0.4
财务主管,心理学类,0.6
财务主管,材料类,0.4
财务主管,机械与仪表类,0.4
财务主管,体育学类,0.4
财务主管,非汉语言文学类,0.4
律师,文秘类,0.4
律师,哲学、马克思主义理论类,0.4
律师,教育学类,0.4
律师,新闻传播学类,0.4
律师,历史学类,0.4
律师,档案学类,0.6
律师,法律类,0.9
化妆师,计算机与信息科学类,0.4
律师,政治学类,0.4
律师,经济管理类,0.4
律师,工商管理类,0.4
律师,社会学类,0.4
律师,财会、税务、审计与统计类,0.4
律师,环境与安全类,0.4
律师,建筑类,0.4
律师,海洋与渔业类,0.4
律师,生物类,0.4
律师,动物生产类,0.4
律师,植物生产类,0.4
律师,林业类,0.4
律师,农林业工程类,0.4
律师,水电类,0.4
律师,交通运输类,0.4
律师,艺术类,0.4
律师,公安类,0.4
律师,地质及测绘类,0.4
律师,药学类,0.4
律师,理化类,0.4
律师,轻工纺织品食品类,0.4
律师,大气科学类,0.4
律师,心理学类,0.6
律师,材料类,0.4
律师,机械与仪表类,0.4
律师,体育学类,0.4
律师,非汉语言文学类,0.4
物流运营,文秘类,0.6
物流运营,哲学、马克思主义理论类,0.4
物流运营,教育学类,0.4
物流运营,新闻传播学类,0.4
物流运营,历史学类,0.4
物流运营,档案学类,0.4
物流运营,法律类,0.4
美术指导,计算机与信息科学类,0.4
物流运营,政治学类,0.4
物流运营,经济管理类,0.4
物流运营,工商管理类,0.7
物流运营,社会学类,0.4
物流运营,财会、税务、审计与统计类,0.4
物流运营,环境与安全类,0.4
物流运营,建筑类,0.4
物流运营,海洋与渔业类,0.4
物流运营,生物类,0.4
物流运营,动物生产类,0.4
物流运营,植物生产类,0.4
物流运营,林业类,0.4
物流运营,农林业工程类,0.4
物流运营,水电类,0.4
物流运营,交通运输类,0.8
物流运营,艺术类,0.4
物流运营,公安类,0.4
物流运营,地质及测绘类,0.4
物流运营,药学类,0.4
物流运营,理化类,0.4
物流运营,轻工纺织品食品类,0.4
物流运营,大气科学类,0.4
物流运营,心理学类,0.4
物流运营,材料类,0.7
物流运营,机械与仪表类,0.4
物流运营,体育学类,0.4
物流运营,非汉语言文学类,0.4
绩效考核,文秘类,0.9
绩效考核,哲学、马克思主义理论类,0.4
绩效考核,教育学类,0.4
绩效考核,新闻传播学类,0.4
绩效考核,历史学类,0.4
绩效考核,档案学类,0.4
绩效考核,法律类,0.4
文案,计算机与信息科学类,0.4
绩效考核,政治学类,0.4
绩效考核,经济管理类,0.7
绩效考核,工商管理类,0.7
绩效考核,社会学类,0.6
绩效考核,财会、税务、审计与统计类,0.7
绩效考核,环境与安全类,0.7
绩效考核,建筑类,0.4
绩效考核,海洋与渔业类,0.4
绩效考核,生物类,0.4
绩效考核,动物生产类,0.4
绩效考核,植物生产类,0.4
绩效考核,林业类,0.4
绩效考核,农林业工程类,0.4
绩效考核,水电类,0.4
绩效考核,交通运输类,0.4
绩效考核,艺术类,0.4
绩效考核,公安类,0.4
绩效考核,地质及测绘类,0.4
绩效考核,药学类,0.4
绩效考核,理化类,0.4
绩效考核,轻工纺织品食品类,0.4
绩效考核,大气科学类,0.4
绩效考核,心理学类,0.4
绩效考核,材料类,0.4
绩效考核,机械与仪表类,0.4
绩效考核,体育学类,0.4
绩效考核,非汉语言文学类,0.4
组织发展,文秘类,0.6
组织发展,哲学、马克思主义理论类,0.4
组织发展,教育学类,0.4
组织发展,新闻传播学类,0.4
组织发展,历史学类,0.4
组织发展,档案学类,0.4
组织发展,法律类,0.4
英语,计算机与信息科学类,0.4
组织发展,政治学类,0.4
组织发展,经济管理类,0.8
组织发展,工商管理类,0.7
组织发展,社会学类,0.7
组织发展,财会、税务、审计与统计类,0.6
组织发展,环境与安全类,0.4
组织发展,建筑类,0.4
组织发展,海洋与渔业类,0.4
组织发展,生物类,0.4
组织发展,动物生产类,0.4
组织发展,植物生产类,0.4
组织发展,林业类,0.4
组织发展,农林业工程类,0.4
组织发展,水电类,0.4
组织发展,交通运输类,0.4
组织发展,艺术类,0.4
组织发展,公安类,0.4
组织发展,地质及测绘类,0.4
组织发展,药学类,0.4
组织发展,理化类,0.4
组织发展,轻工纺织品食品类,0.4
组织发展,大气科学类,0.4
组织发展,心理学类,0.6
组织发展,材料类,0.4
组织发展,机械与仪表类,0.4
组织发展,体育学类,0.4
组织发展,非汉语言文学类,0.4
理货员,文秘类,0.6
理货员,哲学、马克思主义理论类,0.4
理货员,教育学类,0.4
理货员,新闻传播学类,0.4
理货员,历史学类,0.4
理货员,档案学类,0.7
理货员,法律类,0.4
美容师,计算机与信息科学类,0.4
理货员,政治学类,0.4
理货员,经济管理类,0.8
理货员,工商管理类,0.8
理货员,社会学类,0.4
理货员,财会、税务、审计与统计类,0.8
理货员,环境与安全类,0.4
理货员,建筑类,0.4
理货员,海洋与渔业类,0.4
理货员,生物类,0.4
理货员,动物生产类,0.4
理货员,植物生产类,0.4
理货员,林业类,0.4
理货员,农林业工程类,0.4
理货员,水电类,0.4
理货员,交通运输类,0.7
理货员,艺术类,0.4
理货员,公安类,0.4
理货员,地质及测绘类,0.6
理货员,药学类,0.6
理货员,理化类,0.6
理货员,轻工纺织品食品类,0.6
理货员,大气科学类,0.4
理货员,心理学类,0.4
理货员,材料类,0.7
理货员,机械与仪表类,0.4
理货员,体育学类,0.4
理货员,非汉语言文学类,0.4
育婴师,文秘类,0.4
育婴师,哲学、马克思主义理论类,0.4
育婴师,教育学类,0.8
育婴师,新闻传播学类,0.4
育婴师,历史学类,0.4
育婴师,档案学类,0.4
育婴师,法律类,0.4
旅游销售,计算机与信息科学类,0.4
育婴师,政治学类,0.4
育婴师,经济管理类,0.4
育婴师,工商管理类,0.4
育婴师,社会学类,0.6
育婴师,财会、税务、审计与统计类,0.4
育婴师,环境与安全类,0.4
育婴师,建筑类,0.4
育婴师,海洋与渔业类,0.4
育婴师,生物类,0.4
育婴师,动物生产类,0.4
育婴师,植物生产类,0.4
育婴师,林业类,0.4
育婴师,农林业工程类,0.4
育婴师,水电类,0.4
育婴师,交通运输类,0.4
育婴师,艺术类,0.6
育婴师,公安类,0.4
育婴师,地质及测绘类,0.4
育婴师,药学类,0.7
育婴师,理化类,0.4
育婴师,轻工纺织品食品类,0.4
育婴师,大气科学类,0.4
育婴师,心理学类,0.6
育婴师,材料类,0.4
育婴师,机械与仪表类,0.4
育婴师,体育学类,0.4
育婴师,非汉语言文学类,0.4
财务经理,文秘类,0.8
财务经理,哲学、马克思主义理论类,0.4
财务经理,教育学类,0.4
财务经理,新闻传播学类,0.4
财务经理,历史学类,0.4
财务经理,档案学类,0.7
财务经理,法律类,0.4
旅游顾问,计算机与信息科学类,0.4
财务经理,政治学类,0.4
财务经理,经济管理类,0.8
财务经理,工商管理类,0.8
财务经理,社会学类,0.4
财务经理,财会、税务、审计与统计类,0.9
财务经理,环境与安全类,0.4
财务经理,建筑类,0.4
财务经理,海洋与渔业类,0.4
财务经理,生物类,0.4
财务经理,动物生产类,0.4
财务经理,植物生产类,0.4
财务经理,林业类,0.4
财务经理,农林业工程类,0.4
财务经理,水电类,0.4
财务经理,交通运输类,0.4
财务经理,艺术类,0.4
财务经理,公安类,0.4
财务经理,地质及测绘类,0.4
财务经理,药学类,0.4
财务经理,理化类,0.4
财务经理,轻工纺织品食品类,0.4
财务经理,大气科学类,0.4
财务经理,心理学类,0.4
财务经理,材料类,0.4
财务经理,机械与仪表类,0.4
财务经理,体育学类,0.4
财务经理,非汉语言文学类,0.4
美甲师,文秘类,0.4
美甲师,哲学、马克思主义理论类,0.4
美甲师,教育学类,0.4
美甲师,新闻传播学类,0.4
美甲师,历史学类,0.4
美甲师,档案学类,0.4
美甲师,法律类,0.4
律师,计算机与信息科学类,0.4
美甲师,政治学类,0.4
美甲师,经济管理类,0.4
美甲师,工商管理类,0.4
美甲师,社会学类,0.4
美甲师,财会、税务、审计与统计类,0.4
美甲师,环境与安全类,0.4
美甲师,建筑类,0.3
美甲师,海洋与渔业类,0.4
美甲师,生物类,0.4
美甲师,动物生产类,0.4
美甲师,植物生产类,0.4
美甲师,林业类,0.4
美甲师,农林业工程类,0.4
美甲师,水电类,0.4
美甲师,交通运输类,0.4
美甲师,艺术类,0.8
美甲师,公安类,0.4
美甲师,地质及测绘类,0.4
美甲师,药学类,0.6
美甲师,理化类,0.4
美甲师,轻工纺织品食品类,0.4
美甲师,大气科学类,0.4
美甲师,心理学类,0.4
美甲师,材料类,0.4
美甲师,机械与仪表类,0.4
美甲师,体育学类,0.4
美甲师,非汉语言文学类,0.4
月嫂,文秘类,0.4
月嫂,哲学、马克思主义理论类,0.4
月嫂,教育学类,0.4
月嫂,新闻传播学类,0.4
月嫂,历史学类,0.4
月嫂,档案学类,0.4
月嫂,法律类,0.4
催乳师,计算机与信息科学类,0.4
月嫂,政治学类,0.4
月嫂,经济管理类,0.4
月嫂,工商管理类,0.4
月嫂,社会学类,0.6
月嫂,财会、税务、审计与统计类,0.4
月嫂,环境与安全类,0.4
月嫂,建筑类,0.4
月嫂,海洋与渔业类,0.4
月嫂,生物类,0.4
月嫂,动物生产类,0.4
月嫂,植物生产类,0.4
月嫂,林业类,0.4
月嫂,农林业工程类,0.4
月嫂,水电类,0.4
月嫂,交通运输类,0.4
月嫂,艺术类,0.4
月嫂,公安类,0.4
月嫂,地质及测绘类,0.4
月嫂,药学类,0.7
月嫂,理化类,0.4
月嫂,轻工纺织品食品类,0.4
月嫂,大气科学类,0.4
月嫂,心理学类,0.6
月嫂,材料类,0.4
月嫂,机械与仪表类,0.4
月嫂,体育学类,0.4
月嫂,非汉语言文学类,0.6
催乳师,文秘类,0.4
催乳师,哲学、马克思主义理论类,0.4
催乳师,教育学类,0.4
催乳师,新闻传播学类,0.4
催乳师,历史学类,0.4
催乳师,档案学类,0.4
催乳师,法律类,0.4
纹绣师,计算机与信息科学类,0.4
催乳师,政治学类,0.4
催乳师,经济管理类,0.4
催乳师,工商管理类,0.4
催乳师,社会学类,0.4
催乳师,财会、税务、审计与统计类,0.4
催乳师,环境与安全类,0.4
催乳师,建筑类,0.4
催乳师,海洋与渔业类,0.4
催乳师,生物类,0.4
催乳师,动物生产类,0.4
催乳师,植物生产类,0.4
催乳师,林业类,0.4
催乳师,农林业工程类,0.4
催乳师,水电类,0.4
催乳师,交通运输类,0.4
催乳师,艺术类,0.4
催乳师,公安类,0.4
催乳师,地质及测绘类,0.4
催乳师,药学类,0.6
催乳师,理化类,0.6
催乳师,轻工纺织品食品类,0.4
催乳师,大气科学类,0.4
催乳师,心理学类,0.6
催乳师,材料类,0.4
催乳师,机械与仪表类,0.4
催乳师,体育学类,0.4
催乳师,非汉语言文学类,0.4
保姆,文秘类,0.6
保姆,哲学、马克思主义理论类,0.4
保姆,教育学类,0.4
保姆,新闻传播学类,0.4
保姆,历史学类,0.4
保姆,档案学类,0.4
保姆,法律类,0.4
编剧,计算机与信息科学类,0.3
保姆,政治学类,0.4
保姆,经济管理类,0.4
保姆,工商管理类,0.4
保姆,社会学类,0.6
保姆,财会、税务、审计与统计类,0.4
保姆,环境与安全类,0.4
保姆,建筑类,0.4
保姆,海洋与渔业类,0.4
保姆,生物类,0.4
保姆,动物生产类,0.4
保姆,植物生产类,0.4
保姆,林业类,0.4
保姆,农林业工程类,0.4
保姆,水电类,0.4
保姆,交通运输类,0.4
保姆,艺术类,0.4
保姆,公安类,0.4
保姆,地质及测绘类,0.4
保姆,药学类,0.4
保姆,理化类,0.4
保姆,轻工纺织品食品类,0.4
保姆,大气科学类,0.4
保姆,心理学类,0.6
保姆,材料类,0.4
保姆,机械与仪表类,0.4
保姆,体育学类,0.4
保姆,非汉语言文学类,0.4
纹绣师,文秘类,0.4
纹绣师,哲学、马克思主义理论类,0.4
纹绣师,教育学类,0.4
纹绣师,新闻传播学类,0.4
纹绣师,历史学类,0.4
纹绣师,档案学类,0.4
纹绣师,法律类,0.4
美术老师,计算机与信息科学类,0.3
纹绣师,政治学类,0.4
纹绣师,经济管理类,0.4
纹绣师,工商管理类,0.4
纹绣师,社会学类,0.4
纹绣师,财会、税务、审计与统计类,0.4
纹绣师,环境与安全类,0.4
纹绣师,建筑类,0.4
纹绣师,海洋与渔业类,0.4
纹绣师,生物类,0.4
纹绣师,动物生产类,0.4
纹绣师,植物生产类,0.4
纹绣师,林业类,0.4
纹绣师,农林业工程类,0.4
纹绣师,水电类,0.4
纹绣师,交通运输类,0.4
纹绣师,艺术类,0.8
纹绣师,公安类,0.4
纹绣师,地质及测绘类,0.4
纹绣师,药学类,0.4
纹绣师,理化类,0.4
纹绣师,轻工纺织品食品类,0.4
纹绣师,大气科学类,0.4
纹绣师,心理学类,0.7
纹绣师,材料类,0.4
纹绣师,机械与仪表类,0.4
纹绣师,体育学类,0.4
纹绣师,非汉语言文学类,0.4
app推广,文秘类,0.4
app推广,哲学、马克思主义理论类,0.4
app推广,教育学类,0.4
app推广,新闻传播学类,0.4
app推广,历史学类,0.4
app推广,档案学类,0.4
app推广,法律类,0.4
幼教,计算机与信息科学类,0.3
app推广,政治学类,0.4
app推广,经济管理类,0.4
app推广,工商管理类,0.4
app推广,社会学类,0.4
app推广,财会、税务、审计与统计类,0.4
app推广,环境与安全类,0.4
app推广,建筑类,0.4
app推广,海洋与渔业类,0.4
app推广,生物类,0.4
app推广,动物生产类,0.4
app推广,植物生产类,0.4
app推广,林业类,0.4
app推广,农林业工程类,0.4
app推广,水电类,0.4
app推广,交通运输类,0.4
app推广,艺术类,0.7
app推广,公安类,0.4
app推广,地质及测绘类,0.4
app推广,药学类,0.4
app推广,理化类,0.4
app推广,轻工纺织品食品类,0.4
app推广,大气科学类,0.4
app推广,心理学类,0.6
app推广,材料类,0.4
app推广,机械与仪表类,0.4
app推广,体育学类,0.4
app推广,非汉语言文学类,0.6
物仓调度,文秘类,0.6
物仓调度,哲学、马克思主义理论类,0.4
物仓调度,教育学类,0.4
物仓调度,新闻传播学类,0.4
物仓调度,历史学类,0.4
物仓调度,档案学类,0.6
物仓调度,法律类,0.4
摄影师,计算机与信息科学类,0.3
物仓调度,政治学类,0.4
物仓调度,经济管理类,0.8
物仓调度,工商管理类,0.8
物仓调度,社会学类,0.4
物仓调度,财会、税务、审计与统计类,0.7
物仓调度,环境与安全类,0.6
物仓调度,建筑类,0.4
物仓调度,海洋与渔业类,0.4
物仓调度,生物类,0.4
物仓调度,动物生产类,0.4
物仓调度,植物生产类,0.4
物仓调度,林业类,0.4
物仓调度,农林业工程类,0.4
物仓调度,水电类,0.4
物仓调度,交通运输类,0.6
物仓调度,艺术类,0.4
物仓调度,公安类,0.4
物仓调度,地质及测绘类,0.4
物仓调度,药学类,0.7
物仓调度,理化类,0.7
物仓调度,轻工纺织品食品类,0.4
物仓调度,大气科学类,0.4
物仓调度,心理学类,0.4
物仓调度,材料类,0.6
物仓调度,机械与仪表类,0.4
物仓调度,体育学类,0.4
物仓调度,非汉语言文学类,0.4
婚礼策划,文秘类,0.6
婚礼策划,哲学、马克思主义理论类,0.4
婚礼策划,教育学类,0.4
婚礼策划,新闻传播学类,0.4
婚礼策划,历史学类,0.4
婚礼策划,档案学类,0.4
婚礼策划,法律类,0.4
摄影,计算机与信息科学类,0.3
婚礼策划,政治学类,0.4
婚礼策划,经济管理类,0.6
婚礼策划,工商管理类,0.4
婚礼策划,社会学类,0.6
婚礼策划,财会、税务、审计与统计类,0.7
婚礼策划,环境与安全类,0.4
婚礼策划,建筑类,0.4
婚礼策划,海洋与渔业类,0.4
婚礼策划,生物类,0.4
婚礼策划,动物生产类,0.4
婚礼策划,植物生产类,0.4
婚礼策划,林业类,0.4
婚礼策划,农林业工程类,0.4
婚礼策划,水电类,0.4
婚礼策划,交通运输类,0.4
婚礼策划,艺术类,0.4
婚礼策划,公安类,0.6
婚礼策划,地质及测绘类,0.4
婚礼策划,药学类,0.4
婚礼策划,理化类,0.4
婚礼策划,轻工纺织品食品类,0.4
婚礼策划,大气科学类,0.4
婚礼策划,心理学类,0.7
婚礼策划,材料类,0.4
婚礼策划,机械与仪表类,0.4
婚礼策划,体育学类,0.4
婚礼策划,非汉语言文学类,0.4
